target_id,candidate_public_row_index,candidate_record_id,candidate_sensitive_value,candidate_privjedai_score,candidate_from_privjedai_block,candidate_from_privjedai_match,candidate_matched_attr_count,candidate_exact_match_count,candidate_generalized_match_count,candidate_suppressed_match_count,candidate_is_true_record
30219,6180,6180,<=50K,1.0,True,True,5,3,2,0,False
30219,6279,6279,<=50K,1.0,True,True,5,3,2,0,False
30219,6342,6342,<=50K,1.0,True,True,5,3,2,0,False
30219,6625,6625,>50K,1.0,True,True,5,3,2,0,False
30219,6766,6766,<=50K,1.0,True,True,5,3,2,0,False
30219,6873,6873,<=50K,1.0,True,True,5,3,2,0,False
30219,7479,7479,<=50K,1.0,True,True,5,3,2,0,False
30219,7498,7498,>50K,1.0,True,True,5,3,2,0,False
30219,7526,7526,<=50K,1.0,True,True,5,3,2,0,False
30219,7707,7707,<=50K,1.0,True,True,5,3,2,0,False
30219,8176,8176,<=50K,1.0,True,True,5,3,2,0,False
30219,8211,8211,<=50K,1.0,True,True,5,3,2,0,False
30219,8337,8337,<=50K,1.0,True,True,5,3,2,0,False
30219,8446,8446,<=50K,1.0,True,True,5,3,2,0,False
30219,8472,8472,<=50K,1.0,True,True,5,3,2,0,False
30219,8536,8536,<=50K,1.0,True,True,5,3,2,0,False
30219,8926,8926,<=50K,1.0,True,True,5,3,2,0,False
30219,8933,8933,<=50K,1.0,True,True,5,3,2,0,False
30219,9030,9030,<=50K,1.0,True,True,5,3,2,0,False
30219,9140,9140,>50K,1.0,True,True,5,3,2,0,False
30219,9142,9142,>50K,1.0,True,True,5,3,2,0,False
30219,9164,9164,<=50K,1.0,True,True,5,3,2,0,False
30219,9245,9245,>50K,1.0,True,True,5,3,2,0,False
30219,9676,9676,>50K,1.0,True,True,5,3,2,0,False
30219,9897,9897,<=50K,1.0,True,True,5,3,2,0,False
30219,9926,9926,<=50K,1.0,True,True,5,3,2,0,False
30219,10065,10065,>50K,1.0,True,True,5,3,2,0,False
30219,10139,10139,<=50K,1.0,True,True,5,3,2,0,False
30219,10255,10255,>50K,1.0,True,True,5,3,2,0,False
30219,10328,10328,<=50K,1.0,True,True,5,3,2,0,False
30219,10350,10350,<=50K,1.0,True,True,5,3,2,0,False
30219,10498,10498,<=50K,1.0,True,True,5,3,2,0,False
30219,10546,10546,<=50K,1.0,True,True,5,3,2,0,False
30219,10670,10670,<=50K,1.0,True,True,5,3,2,0,False
30219,10673,10673,>50K,1.0,True,True,5,3,2,0,False
30219,10709,10709,>50K,1.0,True,True,5,3,2,0,False
30219,10745,10745,<=50K,1.0,True,True,5,3,2,0,False
30219,10947,10947,<=50K,1.0,True,True,5,3,2,0,False
30219,11059,11059,<=50K,1.0,True,True,5,3,2,0,False
30219,11099,11099,<=50K,1.0,True,True,5,3,2,0,False
30219,11196,11196,<=50K,1.0,True,True,5,3,2,0,False
30219,11219,11219,<=50K,1.0,True,True,5,3,2,0,False
30219,11220,11220,<=50K,1.0,True,True,5,3,2,0,False
30219,11478,11478,<=50K,1.0,True,True,5,3,2,0,False
30219,11506,11506,<=50K,1.0,True,True,5,3,2,0,False
30219,11532,11532,<=50K,1.0,True,True,5,3,2,0,False
30219,11580,11580,<=50K,1.0,True,True,5,3,2,0,False
30219,11720,11720,<=50K,1.0,True,True,5,3,2,0,False
30219,11905,11905,<=50K,1.0,True,True,5,3,2,0,False
30219,12247,12247,<=50K,1.0,True,True,5,3,2,0,False
30219,12256,12256,<=50K,1.0,True,True,5,3,2,0,False
30219,12407,12407,<=50K,1.0,True,True,5,3,2,0,False
30219,12991,12991,<=50K,1.0,True,True,5,3,2,0,False
30219,13042,13042,>50K,1.0,True,True,5,3,2,0,False
30219,13209,13209,>50K,1.0,True,True,5,3,2,0,False
30219,13210,13210,>50K,1.0,True,True,5,3,2,0,False
30219,13353,13353,>50K,1.0,True,True,5,3,2,0,False
30219,13425,13425,<=50K,1.0,True,True,5,3,2,0,False
30219,13623,13623,<=50K,1.0,True,True,5,3,2,0,False
30219,13636,13636,<=50K,1.0,True,True,5,3,2,0,False
30219,13677,13677,<=50K,1.0,True,True,5,3,2,0,False
30219,13765,13765,<=50K,1.0,True,True,5,3,2,0,False
30219,13784,13784,<=50K,1.0,True,True,5,3,2,0,False
30219,13884,13884,<=50K,1.0,True,True,5,3,2,0,False
30219,13910,13910,<=50K,1.0,True,True,5,3,2,0,False
30219,13921,13921,>50K,1.0,True,True,5,3,2,0,False
30219,14238,14238,>50K,1.0,True,True,5,3,2,0,False
30219,14381,14381,<=50K,1.0,True,True,5,3,2,0,False
30219,14836,14836,>50K,1.0,True,True,5,3,2,0,False
30219,14884,14884,<=50K,1.0,True,True,5,3,2,0,False
30219,14885,14885,<=50K,1.0,True,True,5,3,2,0,False
30219,14903,14903,>50K,1.0,True,True,5,3,2,0,False
30219,15012,15012,<=50K,1.0,True,True,5,3,2,0,False
30219,15238,15238,<=50K,1.0,True,True,5,3,2,0,False
30219,15576,15576,>50K,1.0,True,True,5,3,2,0,False
30219,15891,15891,>50K,1.0,True,True,5,3,2,0,False
30219,15981,15981,<=50K,1.0,True,True,5,3,2,0,False
30219,16198,16198,<=50K,1.0,True,True,5,3,2,0,False
30219,16523,16523,>50K,1.0,True,True,5,3,2,0,False
30219,16588,16588,>50K,1.0,True,True,5,3,2,0,False
30219,16604,16604,>50K,1.0,True,True,5,3,2,0,False
30219,16682,16682,>50K,1.0,True,True,5,3,2,0,False
30219,17006,17006,<=50K,1.0,True,True,5,3,2,0,False
30219,17346,17346,>50K,1.0,True,True,5,3,2,0,False
30219,17464,17464,<=50K,1.0,True,True,5,3,2,0,False
30219,17505,17505,<=50K,1.0,True,True,5,3,2,0,False
30219,18097,18097,<=50K,1.0,True,True,5,3,2,0,False
30219,18141,18141,>50K,1.0,True,True,5,3,2,0,False
30219,18177,18177,<=50K,1.0,True,True,5,3,2,0,False
30219,18241,18241,>50K,1.0,True,True,5,3,2,0,False
30219,18367,18367,<=50K,1.0,True,True,5,3,2,0,False
30219,18451,18451,<=50K,1.0,True,True,5,3,2,0,False
30219,18463,18463,>50K,1.0,True,True,5,3,2,0,False
30219,18519,18519,>50K,1.0,True,True,5,3,2,0,False
30219,18678,18678,>50K,1.0,True,True,5,3,2,0,False
30219,18688,18688,<=50K,1.0,True,True,5,3,2,0,False
30219,18706,18706,<=50K,1.0,True,True,5,3,2,0,False
30219,19085,19085,<=50K,1.0,True,True,5,3,2,0,False
30219,19296,19296,<=50K,1.0,True,True,5,3,2,0,False
30219,19492,19492,<=50K,1.0,True,True,5,3,2,0,False
30219,19551,19551,<=50K,1.0,True,True,5,3,2,0,False
30219,19708,19708,<=50K,1.0,True,True,5,3,2,0,False
30219,19861,19861,>50K,1.0,True,True,5,3,2,0,False
30219,20009,20009,<=50K,1.0,True,True,5,3,2,0,False
30219,20105,20105,>50K,1.0,True,True,5,3,2,0,False
30219,20285,20285,>50K,1.0,True,True,5,3,2,0,False
30219,20344,20344,<=50K,1.0,True,True,5,3,2,0,False
30219,20434,20434,<=50K,1.0,True,True,5,3,2,0,False
30219,20568,20568,>50K,1.0,True,True,5,3,2,0,False
30219,20880,20880,<=50K,1.0,True,True,5,3,2,0,False
30219,21090,21090,<=50K,1.0,True,True,5,3,2,0,False
30219,21142,21142,<=50K,1.0,True,True,5,3,2,0,False
30219,21198,21198,>50K,1.0,True,True,5,3,2,0,False
30219,21343,21343,<=50K,1.0,True,True,5,3,2,0,False
30219,21356,21356,<=50K,1.0,True,True,5,3,2,0,False
30219,21516,21516,<=50K,1.0,True,True,5,3,2,0,False
30219,21631,21631,<=50K,1.0,True,True,5,3,2,0,False
30219,21749,21749,<=50K,1.0,True,True,5,3,2,0,False
30219,21763,21763,<=50K,1.0,True,True,5,3,2,0,False
30219,22003,22003,<=50K,1.0,True,True,5,3,2,0,False
30219,22685,22685,<=50K,1.0,True,True,5,3,2,0,False
30219,22754,22754,<=50K,1.0,True,True,5,3,2,0,False
30219,22951,22951,<=50K,1.0,True,True,5,3,2,0,False
30219,23157,23157,<=50K,1.0,True,True,5,3,2,0,False
30219,23282,23282,<=50K,1.0,True,True,5,3,2,0,False
30219,23344,23344,>50K,1.0,True,True,5,3,2,0,False
30219,23354,23354,>50K,1.0,True,True,5,3,2,0,False
30219,23464,23464,>50K,1.0,True,True,5,3,2,0,False
30219,23528,23528,>50K,1.0,True,True,5,3,2,0,False
30219,23552,23552,>50K,1.0,True,True,5,3,2,0,False
30219,23628,23628,<=50K,1.0,True,True,5,3,2,0,False
30219,23636,23636,>50K,1.0,True,True,5,3,2,0,False
30219,23661,23661,>50K,1.0,True,True,5,3,2,0,False
30219,23815,23815,>50K,1.0,True,True,5,3,2,0,False
30219,23868,23868,<=50K,1.0,True,True,5,3,2,0,False
30219,23900,23900,<=50K,1.0,True,True,5,3,2,0,False
30219,24155,24155,<=50K,1.0,True,True,5,3,2,0,False
30219,24409,24409,>50K,1.0,True,True,5,3,2,0,False
30219,24690,24690,<=50K,1.0,True,True,5,3,2,0,False
30219,24791,24791,<=50K,1.0,True,True,5,3,2,0,False
30219,24813,24813,<=50K,1.0,True,True,5,3,2,0,False
30219,24847,24847,>50K,1.0,True,True,5,3,2,0,False
30219,25161,25161,<=50K,1.0,True,True,5,3,2,0,False
30219,25219,25219,<=50K,1.0,True,True,5,3,2,0,False
30219,25568,25568,<=50K,1.0,True,True,5,3,2,0,False
30219,25731,25731,<=50K,1.0,True,True,5,3,2,0,False
30219,25837,25837,<=50K,1.0,True,True,5,3,2,0,False
30219,25877,25877,<=50K,1.0,True,True,5,3,2,0,False
30219,26083,26083,>50K,1.0,True,True,5,3,2,0,False
30219,26242,26242,>50K,1.0,True,True,5,3,2,0,False
30219,26287,26287,<=50K,1.0,True,True,5,3,2,0,False
30219,26560,26560,>50K,1.0,True,True,5,3,2,0,False
30219,26712,26712,<=50K,1.0,True,True,5,3,2,0,False
30219,27100,27100,>50K,1.0,True,True,5,3,2,0,False
30219,27317,27317,>50K,1.0,True,True,5,3,2,0,False
30219,27373,27373,<=50K,1.0,True,True,5,3,2,0,False
30219,27582,27582,>50K,1.0,True,True,5,3,2,0,False
30219,27747,27747,<=50K,1.0,True,True,5,3,2,0,False
30219,28207,28207,<=50K,1.0,True,True,5,3,2,0,False
30219,28226,28226,<=50K,1.0,True,True,5,3,2,0,False
30219,28368,28368,<=50K,1.0,True,True,5,3,2,0,False
30219,28425,28425,<=50K,1.0,True,True,5,3,2,0,False
30219,28524,28524,<=50K,1.0,True,True,5,3,2,0,False
30219,28603,28603,<=50K,1.0,True,True,5,3,2,0,False
30219,28717,28717,>50K,1.0,True,True,5,3,2,0,False
30219,28729,28729,>50K,1.0,True,True,5,3,2,0,False
30219,28740,28740,>50K,1.0,True,True,5,3,2,0,False
30219,28765,28765,<=50K,1.0,True,True,5,3,2,0,False
30219,29160,29160,<=50K,1.0,True,True,5,3,2,0,False
30219,29427,29427,<=50K,1.0,True,True,5,3,2,0,False
30219,29518,29518,<=50K,1.0,True,True,5,3,2,0,False
30219,29839,29839,>50K,1.0,True,True,5,3,2,0,False
30219,29881,29881,<=50K,1.0,True,True,5,3,2,0,False
30219,30022,30022,<=50K,1.0,True,True,5,3,2,0,False
30219,30182,30182,>50K,1.0,True,True,5,3,2,0,False
30219,30219,30219,<=50K,1.0,True,True,5,3,2,0,True
30219,30233,30233,<=50K,1.0,True,True,5,3,2,0,False
30219,30569,30569,<=50K,1.0,True,True,5,3,2,0,False
30219,30623,30623,<=50K,1.0,True,True,5,3,2,0,False
30219,30627,30627,<=50K,1.0,True,True,5,3,2,0,False
30219,30693,30693,<=50K,1.0,True,True,5,3,2,0,False
30219,30919,30919,<=50K,1.0,True,True,5,3,2,0,False
30219,30952,30952,<=50K,1.0,True,True,5,3,2,0,False
30219,31043,31043,<=50K,1.0,True,True,5,3,2,0,False
30219,31271,31271,>50K,1.0,True,True,5,3,2,0,False
30219,31388,31388,>50K,1.0,True,True,5,3,2,0,False
30219,31417,31417,>50K,1.0,True,True,5,3,2,0,False
30219,31538,31538,<=50K,1.0,True,True,5,3,2,0,False
30219,31591,31591,>50K,1.0,True,True,5,3,2,0,False
30219,31731,31731,<=50K,1.0,True,True,5,3,2,0,False
30219,31734,31734,<=50K,1.0,True,True,5,3,2,0,False
30219,32033,32033,<=50K,1.0,True,True,5,3,2,0,False
30219,32501,32501,<=50K,1.0,True,True,5,3,2,0,False
30219,32539,32539,>50K,1.0,True,True,5,3,2,0,False
30219,32542,32542,<=50K,1.0,True,True,5,3,2,0,False
15238,74,74,<=50K,1.0,True,True,5,3,2,0,False
15238,100,100,>50K,1.0,True,True,5,3,2,0,False
15238,316,316,<=50K,1.0,True,True,5,3,2,0,False
15238,324,324,<=50K,1.0,True,True,5,3,2,0,False
15238,499,499,<=50K,1.0,True,True,5,3,2,0,False
15238,647,647,<=50K,1.0,True,True,5,3,2,0,False
15238,833,833,<=50K,1.0,True,True,5,3,2,0,False
15238,872,872,>50K,1.0,True,True,5,3,2,0,False
15238,1229,1229,<=50K,1.0,True,True,5,3,2,0,False
15238,1768,1768,<=50K,1.0,True,True,5,3,2,0,False
15238,1808,1808,<=50K,1.0,True,True,5,3,2,0,False
15238,1837,1837,<=50K,1.0,True,True,5,3,2,0,False
15238,1951,1951,<=50K,1.0,True,True,5,3,2,0,False
15238,2372,2372,<=50K,1.0,True,True,5,3,2,0,False
15238,2402,2402,<=50K,1.0,True,True,5,3,2,0,False
15238,2483,2483,<=50K,1.0,True,True,5,3,2,0,False
15238,2491,2491,<=50K,1.0,True,True,5,3,2,0,False
15238,2665,2665,>50K,1.0,True,True,5,3,2,0,False
15238,2684,2684,<=50K,1.0,True,True,5,3,2,0,False
15238,2941,2941,>50K,1.0,True,True,5,3,2,0,False
15238,2999,2999,<=50K,1.0,True,True,5,3,2,0,False
15238,3291,3291,<=50K,1.0,True,True,5,3,2,0,False
15238,3297,3297,>50K,1.0,True,True,5,3,2,0,False
15238,3602,3602,>50K,1.0,True,True,5,3,2,0,False
15238,3606,3606,<=50K,1.0,True,True,5,3,2,0,False
15238,3671,3671,<=50K,1.0,True,True,5,3,2,0,False
15238,3689,3689,<=50K,1.0,True,True,5,3,2,0,False
15238,4018,4018,>50K,1.0,True,True,5,3,2,0,False
15238,4196,4196,<=50K,1.0,True,True,5,3,2,0,False
15238,4236,4236,<=50K,1.0,True,True,5,3,2,0,False
15238,4755,4755,<=50K,1.0,True,True,5,3,2,0,False
15238,4851,4851,<=50K,1.0,True,True,5,3,2,0,False
15238,5009,5009,<=50K,1.0,True,True,5,3,2,0,False
15238,5198,5198,>50K,1.0,True,True,5,3,2,0,False
15238,5416,5416,<=50K,1.0,True,True,5,3,2,0,False
15238,5679,5679,<=50K,1.0,True,True,5,3,2,0,False
15238,5687,5687,<=50K,1.0,True,True,5,3,2,0,False
15238,5808,5808,<=50K,1.0,True,True,5,3,2,0,False
15238,5855,5855,<=50K,1.0,True,True,5,3,2,0,False
15238,5916,5916,<=50K,1.0,True,True,5,3,2,0,False
15238,6000,6000,<=50K,1.0,True,True,5,3,2,0,False
15238,6180,6180,<=50K,1.0,True,True,5,3,2,0,False
15238,6279,6279,<=50K,1.0,True,True,5,3,2,0,False
15238,6342,6342,<=50K,1.0,True,True,5,3,2,0,False
15238,6625,6625,>50K,1.0,True,True,5,3,2,0,False
15238,6766,6766,<=50K,1.0,True,True,5,3,2,0,False
15238,6873,6873,<=50K,1.0,True,True,5,3,2,0,False
15238,7479,7479,<=50K,1.0,True,True,5,3,2,0,False
15238,7498,7498,>50K,1.0,True,True,5,3,2,0,False
15238,7526,7526,<=50K,1.0,True,True,5,3,2,0,False
15238,7707,7707,<=50K,1.0,True,True,5,3,2,0,False
15238,8176,8176,<=50K,1.0,True,True,5,3,2,0,False
15238,8211,8211,<=50K,1.0,True,True,5,3,2,0,False
15238,8337,8337,<=50K,1.0,True,True,5,3,2,0,False
15238,8446,8446,<=50K,1.0,True,True,5,3,2,0,False
15238,8472,8472,<=50K,1.0,True,True,5,3,2,0,False
15238,8536,8536,<=50K,1.0,True,True,5,3,2,0,False
15238,8926,8926,<=50K,1.0,True,True,5,3,2,0,False
15238,8933,8933,<=50K,1.0,True,True,5,3,2,0,False
15238,9030,9030,<=50K,1.0,True,True,5,3,2,0,False
15238,9140,9140,>50K,1.0,True,True,5,3,2,0,False
15238,9142,9142,>50K,1.0,True,True,5,3,2,0,False
15238,9164,9164,<=50K,1.0,True,True,5,3,2,0,False
15238,9245,9245,>50K,1.0,True,True,5,3,2,0,False
15238,9676,9676,>50K,1.0,True,True,5,3,2,0,False
15238,9897,9897,<=50K,1.0,True,True,5,3,2,0,False
15238,9926,9926,<=50K,1.0,True,True,5,3,2,0,False
15238,10065,10065,>50K,1.0,True,True,5,3,2,0,False
15238,10139,10139,<=50K,1.0,True,True,5,3,2,0,False
15238,10255,10255,>50K,1.0,True,True,5,3,2,0,False
15238,10328,10328,<=50K,1.0,True,True,5,3,2,0,False
15238,10350,10350,<=50K,1.0,True,True,5,3,2,0,False
15238,10498,10498,<=50K,1.0,True,True,5,3,2,0,False
15238,10546,10546,<=50K,1.0,True,True,5,3,2,0,False
15238,10670,10670,<=50K,1.0,True,True,5,3,2,0,False
15238,10673,10673,>50K,1.0,True,True,5,3,2,0,False
15238,10709,10709,>50K,1.0,True,True,5,3,2,0,False
15238,10745,10745,<=50K,1.0,True,True,5,3,2,0,False
15238,10947,10947,<=50K,1.0,True,True,5,3,2,0,False
15238,11059,11059,<=50K,1.0,True,True,5,3,2,0,False
15238,11099,11099,<=50K,1.0,True,True,5,3,2,0,False
15238,11196,11196,<=50K,1.0,True,True,5,3,2,0,False
15238,11219,11219,<=50K,1.0,True,True,5,3,2,0,False
15238,11220,11220,<=50K,1.0,True,True,5,3,2,0,False
15238,11478,11478,<=50K,1.0,True,True,5,3,2,0,False
15238,11506,11506,<=50K,1.0,True,True,5,3,2,0,False
15238,11532,11532,<=50K,1.0,True,True,5,3,2,0,False
15238,11580,11580,<=50K,1.0,True,True,5,3,2,0,False
15238,11720,11720,<=50K,1.0,True,True,5,3,2,0,False
15238,11905,11905,<=50K,1.0,True,True,5,3,2,0,False
15238,12247,12247,<=50K,1.0,True,True,5,3,2,0,False
15238,12256,12256,<=50K,1.0,True,True,5,3,2,0,False
15238,12407,12407,<=50K,1.0,True,True,5,3,2,0,False
15238,12991,12991,<=50K,1.0,True,True,5,3,2,0,False
15238,13042,13042,>50K,1.0,True,True,5,3,2,0,False
15238,13209,13209,>50K,1.0,True,True,5,3,2,0,False
15238,13210,13210,>50K,1.0,True,True,5,3,2,0,False
15238,13353,13353,>50K,1.0,True,True,5,3,2,0,False
15238,13425,13425,<=50K,1.0,True,True,5,3,2,0,False
15238,13623,13623,<=50K,1.0,True,True,5,3,2,0,False
15238,13636,13636,<=50K,1.0,True,True,5,3,2,0,False
15238,13677,13677,<=50K,1.0,True,True,5,3,2,0,False
15238,13765,13765,<=50K,1.0,True,True,5,3,2,0,False
15238,13784,13784,<=50K,1.0,True,True,5,3,2,0,False
15238,13884,13884,<=50K,1.0,True,True,5,3,2,0,False
15238,13910,13910,<=50K,1.0,True,True,5,3,2,0,False
15238,13921,13921,>50K,1.0,True,True,5,3,2,0,False
15238,14238,14238,>50K,1.0,True,True,5,3,2,0,False
15238,14381,14381,<=50K,1.0,True,True,5,3,2,0,False
15238,14836,14836,>50K,1.0,True,True,5,3,2,0,False
15238,14884,14884,<=50K,1.0,True,True,5,3,2,0,False
15238,14885,14885,<=50K,1.0,True,True,5,3,2,0,False
15238,14903,14903,>50K,1.0,True,True,5,3,2,0,False
15238,15012,15012,<=50K,1.0,True,True,5,3,2,0,False
15238,15238,15238,<=50K,1.0,True,True,5,3,2,0,True
15238,15576,15576,>50K,1.0,True,True,5,3,2,0,False
15238,15891,15891,>50K,1.0,True,True,5,3,2,0,False
15238,15981,15981,<=50K,1.0,True,True,5,3,2,0,False
15238,16198,16198,<=50K,1.0,True,True,5,3,2,0,False
15238,16523,16523,>50K,1.0,True,True,5,3,2,0,False
15238,16588,16588,>50K,1.0,True,True,5,3,2,0,False
15238,16604,16604,>50K,1.0,True,True,5,3,2,0,False
15238,16682,16682,>50K,1.0,True,True,5,3,2,0,False
15238,17006,17006,<=50K,1.0,True,True,5,3,2,0,False
15238,17346,17346,>50K,1.0,True,True,5,3,2,0,False
15238,17464,17464,<=50K,1.0,True,True,5,3,2,0,False
15238,17505,17505,<=50K,1.0,True,True,5,3,2,0,False
15238,18097,18097,<=50K,1.0,True,True,5,3,2,0,False
15238,18141,18141,>50K,1.0,True,True,5,3,2,0,False
15238,18177,18177,<=50K,1.0,True,True,5,3,2,0,False
15238,18241,18241,>50K,1.0,True,True,5,3,2,0,False
15238,18367,18367,<=50K,1.0,True,True,5,3,2,0,False
15238,18451,18451,<=50K,1.0,True,True,5,3,2,0,False
15238,18463,18463,>50K,1.0,True,True,5,3,2,0,False
15238,18519,18519,>50K,1.0,True,True,5,3,2,0,False
15238,18678,18678,>50K,1.0,True,True,5,3,2,0,False
15238,18688,18688,<=50K,1.0,True,True,5,3,2,0,False
15238,18706,18706,<=50K,1.0,True,True,5,3,2,0,False
15238,19085,19085,<=50K,1.0,True,True,5,3,2,0,False
15238,19296,19296,<=50K,1.0,True,True,5,3,2,0,False
15238,19492,19492,<=50K,1.0,True,True,5,3,2,0,False
15238,19551,19551,<=50K,1.0,True,True,5,3,2,0,False
15238,19708,19708,<=50K,1.0,True,True,5,3,2,0,False
15238,19861,19861,>50K,1.0,True,True,5,3,2,0,False
15238,20009,20009,<=50K,1.0,True,True,5,3,2,0,False
15238,20105,20105,>50K,1.0,True,True,5,3,2,0,False
15238,20285,20285,>50K,1.0,True,True,5,3,2,0,False
15238,20344,20344,<=50K,1.0,True,True,5,3,2,0,False
15238,20434,20434,<=50K,1.0,True,True,5,3,2,0,False
15238,20568,20568,>50K,1.0,True,True,5,3,2,0,False
15238,20880,20880,<=50K,1.0,True,True,5,3,2,0,False
15238,21090,21090,<=50K,1.0,True,True,5,3,2,0,False
15238,21142,21142,<=50K,1.0,True,True,5,3,2,0,False
15238,21198,21198,>50K,1.0,True,True,5,3,2,0,False
15238,21343,21343,<=50K,1.0,True,True,5,3,2,0,False
15238,21356,21356,<=50K,1.0,True,True,5,3,2,0,False
15238,21516,21516,<=50K,1.0,True,True,5,3,2,0,False
15238,21631,21631,<=50K,1.0,True,True,5,3,2,0,False
15238,21749,21749,<=50K,1.0,True,True,5,3,2,0,False
15238,21763,21763,<=50K,1.0,True,True,5,3,2,0,False
15238,22003,22003,<=50K,1.0,True,True,5,3,2,0,False
15238,22685,22685,<=50K,1.0,True,True,5,3,2,0,False
15238,22754,22754,<=50K,1.0,True,True,5,3,2,0,False
15238,22951,22951,<=50K,1.0,True,True,5,3,2,0,False
15238,23157,23157,<=50K,1.0,True,True,5,3,2,0,False
15238,23282,23282,<=50K,1.0,True,True,5,3,2,0,False
15238,23344,23344,>50K,1.0,True,True,5,3,2,0,False
15238,23354,23354,>50K,1.0,True,True,5,3,2,0,False
15238,23464,23464,>50K,1.0,True,True,5,3,2,0,False
15238,23528,23528,>50K,1.0,True,True,5,3,2,0,False
15238,23552,23552,>50K,1.0,True,True,5,3,2,0,False
15238,23628,23628,<=50K,1.0,True,True,5,3,2,0,False
15238,23636,23636,>50K,1.0,True,True,5,3,2,0,False
15238,23661,23661,>50K,1.0,True,True,5,3,2,0,False
15238,23815,23815,>50K,1.0,True,True,5,3,2,0,False
15238,23868,23868,<=50K,1.0,True,True,5,3,2,0,False
15238,23900,23900,<=50K,1.0,True,True,5,3,2,0,False
15238,24155,24155,<=50K,1.0,True,True,5,3,2,0,False
15238,24409,24409,>50K,1.0,True,True,5,3,2,0,False
15238,24690,24690,<=50K,1.0,True,True,5,3,2,0,False
15238,24791,24791,<=50K,1.0,True,True,5,3,2,0,False
15238,24813,24813,<=50K,1.0,True,True,5,3,2,0,False
15238,24847,24847,>50K,1.0,True,True,5,3,2,0,False
15238,25161,25161,<=50K,1.0,True,True,5,3,2,0,False
15238,25219,25219,<=50K,1.0,True,True,5,3,2,0,False
15238,25568,25568,<=50K,1.0,True,True,5,3,2,0,False
15238,25731,25731,<=50K,1.0,True,True,5,3,2,0,False
15238,25837,25837,<=50K,1.0,True,True,5,3,2,0,False
15238,25877,25877,<=50K,1.0,True,True,5,3,2,0,False
15238,26083,26083,>50K,1.0,True,True,5,3,2,0,False
15238,26242,26242,>50K,1.0,True,True,5,3,2,0,False
15238,26287,26287,<=50K,1.0,True,True,5,3,2,0,False
15238,26560,26560,>50K,1.0,True,True,5,3,2,0,False
15238,26712,26712,<=50K,1.0,True,True,5,3,2,0,False
15238,27100,27100,>50K,1.0,True,True,5,3,2,0,False
15238,27317,27317,>50K,1.0,True,True,5,3,2,0,False
15238,27373,27373,<=50K,1.0,True,True,5,3,2,0,False
15238,27582,27582,>50K,1.0,True,True,5,3,2,0,False
